ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
bunshin_tai_no_jutsu,Bunshin Tai no Jutsu,true_ability,Ninjutsu,5ft,"You create a body double of yourself that has the same stats you do at the time of creation. You and the body double share the same HP, Mana, AP and RP. Any buffs applied to your clone also applies to you (but not vice versa). When taking an action, you may choose to let the user be yourself or the body double. However, the body double may only use basic abilities and abilities with the Ninjutsu keyword and cannot create more body doubles of itself.

When you take the movement action or use a non-teleport movement ability, your clone may move for the same amount of distance as you moved.

You may spend 0 AP or 1 RP to dismiss the body double. A clone can never travel more than 300ft from your actual body, but while it lasts you may spend 2 AP to swap locations with it.

A clone lasts until you rest.",,AP: 1 MP: 2,2,1,,,,,,,,
butterfly_effect,Butterfly Effect,true_ability,,Melee Weapon Range,"You make a Heavy Attack against the enemy. You gain a +1 bonus to Focus and Power for the rest of the encounter. This bonus stacks only with itself and up to a maximum of +6. After using this ability, the mana cost is reduced by 2 for the rest of the encounter. This mana cost reduction stacks.",,AP: 2 MP: 5,5,2,,,,,,,,
call_of_the_grave,Call of the Grave,true_ability,Challenge,60ft,"You make a Heavy Attack against the target that deals Dark damage. On hit, if the target is large or smaller, you pull them to you. They are Challenged until the start of your next turn. This ability does not provoke an attack of opportunity.",,AP: 3 MP: 2,2,3,,,,,,,,
cant_escape_death,Can't Escape Death,true_ability,Sidestep,Melee Weapon Range,"You may use this after an enemy leaves your melee range. After the target finishes moving, you may sidestep up to your speed towards them. For 1 RP, you may move double your speed instead.",A target Challenged by you leaves your melee range.,RP: 0,,,0,,,,,,,
canter,Canter,true_ability,Sidestep,Self,You may Sidestep 10ft.,Must be mounted and can be used immediately after making a weapon attack.,AP: 0 MP: 1,1,0,,,,,,,,
carpenter_basics,Carpenter Basics,key_ability,,,,,,,,,,"You can use a carpenters chisel as a crafting tool for carpenters crafts and buildings., You can craft using non-advanced materials and base materials., You gain proficiency in axes. You also gain proficiency in either bows or crossbows., You can use the Carpenter's core crafting abilities.",,,,,
carpenter_basics_carving_and_cutting,Carving and Cutting,crafting_ability,,,The carpentry weapon gains a +1 Power Artisan Bonus.,,,,,,,,,carpenter_basics,1,,
carpenter_basics_infuse_wand,Infuse Wand,crafting_ability,,,"You add a drop of Oil Coating into a wand, changing the built in damage type to the element of the oil. Only works with oils that change the damage type. Does not consume the oil.",,,,,,,,,carpenter_basics,4,,
carpenter_basics_joining_and_assembling,Joining and Assembling,crafting_ability,,,You mix a special material into the carpentry project. Each material has its own crafting point cost.Create Oil CoatingCost:ErrandDescription:You create an Oil Coating from Carpenter materials. See Items: Carpenter Materials.Create Wood BlockCost:ErrandDescription:You create a Wood Block from Carpenter materials. See Items: Carpenter Materials.,,,,,,,,,carpenter_basics,3,,
carpenter_basics_polishing_and_sanding,Polishing and Sanding,crafting_ability,,,The carpentry weapon gains a +1 Focus Artisan Bonus.,,,,,,,,,carpenter_basics,2,,
cat_form,Cat Form,true_ability,Transformation,,"You transform into cat form, reducing your Guard to 0 but increasing your Evasion by +3 and Dodge by +6.  Your size is tiny and you are able to occupy the same square as an ally.  While in Cat form the only attack you can make is Light Melee Attack.  If you take damage in Cat Form, you immediately return to your normal form.  You can dispel this form for 0 AP or 1 RP.",,RP: 1,,,1,,,,,,,
cavalry_charge,Cavalry Charge,true_ability,,Self,"You may spend up to 4 AP on this ability and move as though you had spent that AP on movement. You automatically gain the Trample effect as like the Trample ability once you have moved 20ft.

For every 10ft moved, the attack you make as part of the Trample effect gains +1 bonus damage, up to a maximum of +10.",Must be mounted.,AP: X,,X,,,,,,,,
cavalry_heal,Cavalry Heal,true_ability,"Spell, Healing",Touch,"You heal the target for 11 + (Power x 2). If the target is mounted, their mount gets healed for the same amount.",,AP: 2 MP: 3,3,2,,,,,,,,
cave_raider,Cave Raider,true_ability,,Self,"Until the start of your next turn, you gain the ability to climb your speed.  In addition if you have rope, you can tie it to a secure object and you can rappel down a cliffside up to 50ft at the cost of 5ft of movement.",,AP: 0 MP: 1,1,0,,,,,,,,
chain_lightning,Chain Lightning,true_ability,"Lightning, Spell",60ft,"You may make a Heavy Attack against the target dealing Wind(Lightning) Damage and inflicting Static X where X equals your Power x 3. On damage, you may repeat this attack against another target within 30ft of the target without paying additional costs. This attack may repeat multiple times like this.

You cannot target the same creature more than once per use of this ability.",,AP: 2 MP: 2,2,2,,,,,,,,
chair_grab,Chair Grab,true_ability,Quick,5ft,You grab a nearby unattended object and are able to use it as an improvised weapon.,,AP: 0,,0,,,,,,,,
channel_eidolon,Channel Eidolon,true_ability,,,You use the ability granted by your attuned Eidolon. All costs and effects are determined by your attunement.,,,,,,,,,,,,
channel_eidolon_distracting_swarm,Channel Eidolon: Distracting Swarm,true_ability,,60ft,"You summon a distracting swarm around a target. The target immediately loses any Concentration effects and suffers -5 penalty to Perception checks unless they spend 1 RP to sidestep out of the effect. If they did not move, they also cannot use any abilities with the Concentration keyword until they move.

You can only have 1 Distracting Swarm active at the same time.",Ixilune attunement.,AP: 1 MP: 1,1,1,,,,,,,,
channel_eidolon_draw_luck,Channel Eidolon: Draw Luck,true_ability,,Self,"You draw on your luck, manipulating the circumstances around you to the best possible state. If you are the target of an attack, that attack becomes a 1. If you made a roll, that roll becomes a 20 (despite the pact cost).

May also be used in situations that don’t have you making a roll, such as flipping a coin, but the act that you’re influencing cannot take more than 5 seconds to complete.

After using this ability, you become temporarily afflicted with bad luck. The GM decides what exactly happens and what triggers it, but it could turn your roll into a 1, make an enemy roll a 20 against you or something related to the environment. After a bad luck action happens, the bad luck is removed.

You cannot use this ability again until after the bad luck has been removed.",,RP: 0,,,0,,,,,,,
channel_eidolon_vine_wall_cover,Channel Eidolon: Vine Wall Cover,true_ability,Spell,5ft,"Thick vines sprout from the ground or natural wall as you create a 5x5 wall of vines that is 10ft high. The wall of vines counts as full cover (unless you peek from it) and has HP equal to yourToughnessx6. The vines are sturdy enough to stand on.

Lasts for up to 5 minutes and you can only have 5 instances of Vine Wall Cover at one time.",Pipoltr attunement.,AP: 1,,1,,,,,,,,
charge,Charge,true_ability,,Self,"You may spend 2 or 4 AP on this ability and move as though you had spent that AP on movement. After you finish moving, you may spend half of the AP you used on this ability on Light or Heavy Melee Attacks.",,AP: 2,,2,,,,,,,,
chemical_explosive,Chemical Explosive,true_ability,Sure Hit,5ft,"You place a Chemical Explosive package that detonates after one minute. The explosion has a 15 ft radius and deals Double Heavy damage. The package makes an obvious noise after it has been planted that can be heard within the radius. The explosive charge deals 5x damage against inanimate objects. You can create a Chemical Explosive during an interlude phase for free, but can only carry one at a time. The check to disable a Chemical Explosive is equal to 20 + 2 x Power of the creator.",,AP: 4 MP: 2,2,4,,,,,,,,
chiburi_noto,Chiburi Noto,true_ability,Encounter Conclusion,Self (Weapon),"You clean the blood off your katana and sheath the blade. If your next Iai strike with this weapon during this arc is a hit, its Roll Damage is maximized.",Must have used an ability with the Iaijutsu keyword with the chosen weapon this encounter.,,,,,,,,,,,
chiburi_noto_ii,Chiburi Noto II,true_ability,Encounter Conclusion,Self (Weapon),"You clean the blood off your katana and sheath the blade. If your next Iai strike with this weapon during this arc is a hit, its Roll Damage is maximized and it gains Full Pierce.",Must have used an ability with the Iaijutsu keyword with the chosen weapon this encounter.,,,,,,,,,,,
chilling_cold,Chilling Cold,true_ability,,,You can emit a cooling wind within 30ft that counters the effects of most hot weather. You can enable or disable this every 1 second. In addition you gain Elemental Mastery: Frost.,,,,,,,,,,,,
circle_swing,Circle Swing,true_ability,,Melee Weapon Range,"You make a Light Attack against the target. On damage, you may move the target to anywhere in your weapon range (Max 10ft) , then push it 5ft. The target must remain at the same height it was before this ability was used. Your next Spell or Channeling Weapon attack this turn costs 1 less AP (Min 0).",,AP: 2,,2,,,,,,,,
clearcasting,Clearcasting,true_ability,Encounter Start,Self,The next Spell you cast this encounter has its mana cost reduced by 2. This cannot reduce the mana cost below 0.,,,,,,,,,,,,
cleave,Cleave,true_ability,,Melee Weapon Range,"You may make a Heavy Attack against the target. On damage, you may make a Heavy Attack against a different target in range.",Two-Handed weapons only.,AP: 3,,3,,,,,,,,
cloak_of_bats,Cloak of Bats,true_ability,Teleport,40ft,"You vanish into a swarm of bats and reappear somewhere else within range. If this was used in reaction to an attack, that attack automatically misses you.",,RP: 2,,,2,,,,,,,
cloud_piercing_claw,Cloud Piercing Claw,true_ability,"Unarmed Strike, Sidestep, Combo",Melee Weapon Range,"You make a Light attack against the target. On damage, they are knocked airborne 20ft until the end of your turn (if this attack is made outside of your turn, they drop immediately). They are NOT knocked prone from this, but do take fall damage like normal.

You may Sidestep up to 25ft into the air after making this attack, regardless of if you did damage with it.

Combo: If used after entering Boundless Wind Stance, the mana cost of this ability is reduced by 1.",,AP: 1 MP: 2,2,1,,,,,,,,
concealed_shot,Concealed Shot,true_ability,,Self,You immediately make a new stealth check and remain hidden if enemies fail their perception check.,Only usable after attacking with a Sniper Rifle while stealthed.,RP: 1,,,1,,,,,,,
conduit,Conduit,true_ability,,,"When Mind Connection is active, you can channel some abilities through others with Mind Connection.  This ability does not work on skills that deal damage or heal.  Effects that could possibly deal damage or heal cannot be used through Conduit unless specified.  You also cannot use conduit with abilities that require a physical object to be present, such as a Mystic Eye power or a specific weapon. You still must pay the costs to use the abilities, and your Mind Connection source becomes the origin point of the spell for purposes of range.",,,,,,,,,,,,
